ticker,direction,entry_date,exit_date,entry_price,exit_price,shares,pnl,R_multiple,bars_held
CSCO,short,2020-02-28,2020-04-06,32.03751382994953,33.89226481582881,811.8974503640313,-1524.9789401096334,-0.6539223876591405,38
XOM,short,2020-02-25,2020-04-08,42.96696114018274,32.9363494059176,875.898210022259,8764.722061342236,3.6536442502681994,43
DIS,short,2020-02-25,2020-04-09,129.61422864302244,104.63524758103348,298.44174334728615,7432.1659101207515,3.098157597526092,44
META,short,2020-02-28,2020-04-09,181.01900075370565,174.3687890252743,153.6133275759244,1002.7092376382199,0.4299692287928397,41
JPM,short,2020-03-02,2020-04-09,98.03630299197603,87.45516084221228,305.3309961042377,3211.735657478564,1.444063045939929,38
GOOGL,short,2020-03-10,2020-04-09,62.137158929181794,60.50251369057454,368.5712374575087,586.8133296375036,0.24744137302318733,30
CRM,short,2020-03-10,2020-04-14,154.47880887367265,155.33268549053062,127.92356905677939,-123.12951933154996,-0.05191998167782695,35
HD,short,2020-03-10,2020-04-14,185.1406572899639,176.84036105886565,132.12581855070894,1080.2181411834529,0.4554952086451482,35
ADBE,short,2020-03-13,2020-04-14,312.7235648803711,328.7699890136719,56.818204404550606,-924.7139177738629,-0.3717599152192245,32
V,short,2020-03-10,2020-04-29,171.47307624776062,170.91830978987002,131.2447398774025,57.100408064553335,0.024077509248819157,50
JNJ,long,2020-04-24,2020-05-14,130.85046983519698,122.22693200622601,176.38092421929457,-1536.2706245334025,-0.6351576492475877,20
META,long,2020-05-20,2020-06-26,221.66519173940307,220.93981615980846,112.18637075176217,-98.73589672271748,-0.04068190327357183,37
GOOGL,long,2020-05-27,2020-06-26,70.41114263198963,68.68099326977082,391.4847701069331,-696.2161520340723,-0.28966624846526706,30
NFLX,long,2020-04-14,2020-08-11,39.769875,46.75400161743164,420.2502233553574,2921.620413259098,1.2265465399924962,119
TSLA,long,2020-06-02,2020-08-11,59.67649081420898,91.10266876220703,287.35433714660695,9013.02645525551,3.6762778870242774,70
CSCO,long,2020-05-19,2020-08-13,37.50153371462348,36.901653828376546,624.5052130890705,-390.7972716313067,-0.1618086798633187,86
HD,long,2020-05-19,2020-09-04,206.5270728608473,233.01220424976566,107.88255069233176,2839.972692355181,1.1758839315321712,108
MSFT,long,2020-05-12,2020-09-08,177.1476284438567,193.08324719054212,142.74881337880896,2255.7244625192598,0.9443168699054384,119
AMZN,long,2020-04-15,2020-09-11,112.94044468688965,155.55650329589844,213.29215589625377,9067.354696252076,3.7701379366274503,149
AAPL,long,2020-07-07,2020-09-11,90.9160498468552,107.56037630423063,415.6017656822673,6886.811607807092,2.558416474278448,66
ADBE,long,2020-05-21,2020-09-18,382.191,458.8900146484375,61.02735853681899,4661.602948380524,1.9293381952433089,120
PG,long,2020-08-13,2020-09-21,116.88057157907913,116.78755692255531,486.0004676467883,-84.94085218102039,-0.032410598773739155,39
NVDA,long,2020-05-12,2020-10-28,8.086395886609498,12.982261385916676,2327.4970307854633,11375.100601623699,4.761973181329121,169
PG,long,2020-10-12,2020-10-29,124.01903841942045,118.67266984940775,469.4906796949611,-2549.322219556593,-1.0156378118449463,17
V,short,2020-10-28,2020-11-04,176.34263004888138,188.60360431127665,238.34988572596973,-2953.577127424107,-1.0106677024837103,7
DIS,short,2020-10-29,2020-11-05,114.5063033024467,123.58386144339752,319.8627061458736,-2930.95286277989,-1.0094299530630517,7
XOM,short,2020-09-09,2020-11-09,30.182732245304305,28.678086273076506,1040.4705024381662,1544.4961047568902,0.529227714104733,61
JNJ,short,2020-10-29,2020-11-09,117.53719134297585,126.483848118015,432.68300394561436,-3908.9884100094687,-1.3462686614132007,11
