,equity
2011-04-18,112740.61226384847
2011-04-19,112753.67046585362
2011-04-20,113131.61034003308
2011-04-21,113065.15583908383
2011-04-25,112738.14121053088
2011-04-26,112299.57930910756
2011-04-27,112800.00794709241
2011-04-28,113370.36470826635
2011-04-29,112789.30102091108
2011-05-02,113315.02092605126
2011-05-03,113811.5652010755
2011-05-04,113413.09219590823
2011-05-05,112615.17439978433
2011-05-06,112809.7672462672
2011-05-09,113022.75785481054
2011-05-10,112966.84945023594
2011-05-11,113629.83662463936
2011-05-12,114594.73383636308
2011-05-13,114118.8433605796
2011-05-16,113548.6924760159
2011-05-17,113531.87132578413
2011-05-18,113926.56396153822
2011-05-19,114200.81931755942
2011-05-20,113957.16685477244
2011-05-23,113538.66940438547
2011-05-24,113365.91735328113
2011-05-25,113050.36046093884
2011-05-26,113014.8887934578
2011-05-27,113181.26731283695
2011-05-31,113429.4796979062
2011-06-01,112971.81017633699
2011-06-02,113065.63693968515
2011-06-03,113701.8237351766
2011-06-06,112777.59080313281
2011-06-07,113177.87925934796
2011-06-08,113111.01485516835
2011-06-09,113431.60526648058
2011-06-10,114093.2072483548
2011-06-13,114580.41718423436
2011-06-14,113872.31724799344
2011-06-15,113987.43204964821
2011-06-16,112842.62825567543
2011-06-17,113529.57717328778
2011-06-20,113124.87225067317
2011-06-21,112173.91130110197
2011-06-22,112603.7332850438
2011-06-23,111652.08808019786
2011-06-24,112987.89614353978
2011-06-27,112256.52603777264
2011-06-28,111824.82128789174
2011-06-29,110042.45685204981
2011-06-30,108541.81886120788
2011-07-01,108194.18101102057
2011-07-05,109932.24043545201
2011-07-06,110416.05463091923
2011-07-07,110086.88754512912
2011-07-08,110852.18180641638
2011-07-11,110013.57114714716
2011-07-12,109880.21962583267
2011-07-13,110926.03447944224
2011-07-14,109762.97637545038
2011-07-15,110981.09848312938
2011-07-18,110928.95372478517
2011-07-19,112320.62810672872
2011-07-20,111776.01210518535
2011-07-21,109875.87655049752
2011-07-22,111235.30690828511
2011-07-25,111539.43306185833
2011-07-26,110912.93254909042
2011-07-27,109986.65904410428
2011-07-28,110004.15716379537
2011-07-29,109126.6534046123
2011-08-01,109159.8855607285
2011-08-02,108255.10560505047
2011-08-03,107394.15759576595
2011-08-04,108576.32597351188
2011-08-05,109043.47093260643
2011-08-08,112867.95930668928
2011-08-09,110381.99878953652
2011-08-10,115394.3661482232
2011-08-11,111632.88091195853
2011-08-12,111036.62809936142
2011-08-15,109694.3837695721
2011-08-16,109303.49552463443
2011-08-17,108822.5239096992
2011-08-18,111123.4462656371
2011-08-19,112468.54620250648
2011-08-22,112279.65755909574
2011-08-23,110314.16369447872
2011-08-24,109298.60068428975
2011-08-25,110302.91882109403
2011-08-26,109538.87990449234
2011-08-29,107485.7077398431
2011-08-30,107556.26226974826
2011-08-31,106590.20953483571
2011-09-01,107597.99703607064
2011-09-02,109231.2382732125
2011-09-06,110811.08319750325
2011-09-07,108831.34734705096
2011-09-08,109952.30068731532
2011-09-09,111419.4623734189
2011-09-12,110784.81659065702
2011-09-13,110481.13850836254
2011-09-14,109111.06257494506
2011-09-15,107877.90046431296
2011-09-16,109218.98079428595
2011-09-19,111490.23461952596
2011-09-20,112251.06750172649
2011-09-21,112985.2722412429
2011-09-22,112698.93714816225
2011-09-23,113043.04471312481
2011-09-26,111709.8887627142
2011-09-27,110706.46168318692
2011-09-28,111451.735832876
2011-09-29,110555.69548945334
2011-09-30,110394.30442308365
2011-10-03,111295.2309278918
2011-10-04,109467.92419821412
2011-10-05,108411.9542479607
2011-10-06,107405.57215223604
2011-10-07,108199.8874987491
2011-10-10,106886.06529231834
2011-10-11,107556.71389674934
2011-10-12,105927.37250851607
2011-10-13,106509.78639191533
2011-10-14,106591.12691605452
2011-10-17,106338.52249432955
2011-10-18,106315.77883910772
2011-10-19,105245.01237392686
2011-10-20,105506.00783122724
2011-10-21,106271.11571037922
2011-10-24,106149.9043171992
2011-10-25,106390.54523823175
2011-10-26,106011.48730353078
2011-10-27,107012.41115129409
2011-10-28,106372.3141788273
2011-10-31,105171.77164195645
2011-11-01,103018.17876526243
2011-11-02,103677.1125792553
2011-11-03,105586.62964537987
2011-11-04,105006.64319112476
2011-11-07,105333.91904589522
2011-11-08,106396.0500088784
2011-11-09,104471.05789401017
2011-11-10,105386.91961094162
2011-11-11,107565.75501980388
2011-11-14,107464.4663954509
2011-11-15,108298.93976410961
2011-11-16,107639.65998550065
2011-11-17,105917.47531956344
2011-11-18,104844.9623127426
2011-11-21,103023.14012555366
2011-11-22,102689.41010960282
2011-11-23,101852.10559306374
2011-11-25,102176.35996987921
2011-11-28,102063.75356801813
2011-11-29,102846.03318649545
2011-11-30,103139.71674518679
2011-12-01,103110.78847255764
2011-12-02,103507.74793949365
2011-12-05,103584.00284990264
2011-12-06,103827.90415884479
2011-12-07,103762.71720880238
2011-12-08,102333.49489350218
2011-12-09,102768.86313556721
2011-12-12,102629.66887854757
2011-12-13,102761.21985817695
2011-12-14,102545.37597084092
2011-12-15,102607.06208781025
2011-12-16,103337.40362101575
2011-12-19,103464.65052220816
2011-12-20,104419.34449453866
2011-12-21,104796.08596683542
2011-12-22,104692.40139486748
2011-12-23,105762.21457892102
2011-12-27,105863.93203009714
2011-12-28,105253.52586279587
2011-12-29,106108.3611809976
2011-12-30,105903.0996963394
2012-01-03,106612.05564699032
2012-01-04,106652.93381948324
2012-01-05,106414.94476237026
2012-01-06,105467.92664074064
2012-01-09,104948.98367042276
2012-01-10,104950.72567217491
2012-01-11,104339.9077798882
2012-01-12,104612.79261640471
2012-01-13,104323.43626835333
2012-01-17,104907.2712194909
2012-01-18,105383.93555449863
2012-01-19,105411.48614246867
2012-01-20,104085.76256462446
2012-01-23,104200.14686734814
2012-01-24,104006.06179307427
2012-01-25,104083.29061558162
2012-01-26,103396.7138828806
2012-01-27,102722.09501119878
2012-01-30,102407.05751626847
2012-01-31,102201.66798987317
2012-02-01,102677.79824714884
2012-02-02,103078.56804282907
2012-02-03,104199.711783934
2012-02-06,104472.6078120993
2012-02-07,104818.17917824867
2012-02-08,105500.4202267226
2012-02-09,106223.34776426935
2012-02-10,106287.2469990497
2012-02-13,107219.66402986443
2012-02-14,107970.10998889797
2012-02-15,106888.24820811937
2012-02-16,107546.21985072177
2012-02-17,108263.7080688798
2012-02-21,108787.03206702195
2012-02-22,108684.39357211013
2012-02-23,109181.80913161501
2012-02-24,109412.80940608634
2012-02-27,109660.10270945121
2012-02-28,110555.19084634524
2012-02-29,110697.7688508844
2012-03-01,111115.66599383498
2012-03-02,110810.16163964667
2012-03-05,110009.99385299915
2012-03-06,108251.36794795978
2012-03-07,109181.58349616434
2012-03-08,110821.25761691155
2012-03-09,111552.46314672974
2012-03-12,111950.67999104898
2012-03-13,114392.15369770833
2012-03-14,115188.65628262956
2012-03-15,115546.14527890916
2012-03-16,115153.92939681165
2012-03-19,116665.39633224683
2012-03-20,116151.31623815009
2012-03-21,116493.37152677422
2012-03-22,116422.00520298099
2012-03-23,116656.24034367327
2012-03-26,118302.19950479316
2012-03-27,118614.99616592324
2012-03-28,118901.52393710408
2012-03-29,118689.89875636015
2012-03-30,118291.90544000511
2012-04-02,119475.98774988906
2012-04-03,119675.92877293864
2012-04-04,118319.94560372006
2012-04-05,119347.54656224871
2012-04-09,118500.11433371977
2012-04-10,116803.96277155634
2012-04-11,117275.13253049963
2012-04-12,118204.55338136823
2012-04-13,117248.78977077446
2012-04-16,115708.632446985
2012-04-17,116646.58579689026
2012-04-18,116778.29362732256
2012-04-19,116759.29441308981
2012-04-20,116639.09522924287
2012-04-23,115175.72015110224
2012-04-24,115725.86027813872
2012-04-25,116147.17227886333
2012-04-26,116457.92742327652
2012-04-27,116967.35303273714
2012-04-30,117552.23556313106
2012-05-01,117513.27723197569
2012-05-02,118016.34251855095
2012-05-03,118638.44759228121
2012-05-04,118532.76845295267
2012-05-07,118270.4883826098
2012-05-08,117931.0163825268
2012-05-09,117417.12739580158
2012-05-10,118305.63746026797
2012-05-11,117537.52347992748
2012-05-14,116598.14694882098
2012-05-15,116719.71896213063
2012-05-16,117279.19857609211
2012-05-17,117260.20314942853
2012-05-18,117544.63519649871
2012-05-21,117759.07720998017
2012-05-22,116852.71747275972
2012-05-23,116298.09156017048
2012-05-24,117563.17386845236
2012-05-25,117418.52085001122
2012-05-29,117106.49160556174
2012-05-30,117639.63183722744
2012-05-31,118654.54390557435
2012-06-01,119398.67241061245
2012-06-04,119531.46809826046
2012-06-05,119407.67078082413
2012-06-06,117104.59708605021
2012-06-07,117874.2355011644
2012-06-08,117061.59829383843
2012-06-11,117723.10900358748
2012-06-12,117153.38676162658
2012-06-13,117417.14286890035
2012-06-14,117839.49972698581
2012-06-15,116878.5653874104
2012-06-18,116179.60636077503
2012-06-19,115411.39517494792
2012-06-20,115616.88415022887
2012-06-21,115056.12680098855
2012-06-22,115187.20367878456
2012-06-25,114927.37499987471
2012-06-26,115339.54881941996
2012-06-27,115804.69903547161
2012-06-28,115899.09448026793
2012-06-29,116741.40736243977
2012-07-02,117082.61241227441
2012-07-03,116159.21361823891
2012-07-05,115594.85304927823
2012-07-06,115454.40261848921
2012-07-09,115345.46729257141
2012-07-10,115062.08849050349
2012-07-11,114754.28926953087
2012-07-12,114376.08548836184
2012-07-13,115655.83789424569
2012-07-16,114942.67434218503
2012-07-17,115568.89781715944
2012-07-18,115340.61740646018
2012-07-19,115295.59106087303
2012-07-20,114352.51806400674
2012-07-23,113331.41729104072
2012-07-24,112834.4405108363
2012-07-25,113364.55419186474
2012-07-26,115372.09209810404
2012-07-27,116159.14222078653
2012-07-30,116387.06651455378
2012-07-31,115804.18591832469
2012-08-01,115625.31809777363
2012-08-02,115030.1790653204
2012-08-03,115496.50263759558
2012-08-06,114564.59000113094
2012-08-07,113746.13466179887
2012-08-08,114223.63275427277
2012-08-09,113547.63073470013
2012-08-10,112979.03726884424
2012-08-13,112915.1422317357
2012-08-14,112849.16723469374
2012-08-15,112812.34207673301
2012-08-16,113277.25038728968
2012-08-17,113223.32528639583
2012-08-20,113075.054286121
2012-08-21,112342.6898710152
2012-08-22,112032.30144705014
2012-08-23,111778.0915042049
2012-08-24,112357.18432609156
2012-08-27,112314.72095732945
2012-08-28,112412.62863966814
2012-08-29,112478.04757275934
2012-08-30,111910.14229959394
2012-08-31,112352.98522748637
2012-09-04,112665.62487452553
2012-09-05,113046.63283212238
2012-09-06,114604.9777040054
2012-09-07,115317.8313996839
2012-09-10,114866.64227136594
2012-09-11,114296.9057892842
2012-09-12,114151.44785104213
2012-09-13,116378.30024992433
2012-09-14,116506.43398703041
2012-09-17,116218.42913377978
2012-09-18,116377.3404618244
2012-09-19,117381.55152425115
2012-09-20,116937.79204604577
2012-09-21,116764.59621340918
2012-09-24,117309.65430703509
2012-09-25,116740.55096042514
2012-09-26,115820.31208548948
2012-09-27,117290.24105131137
2012-09-28,116878.23555189461
2012-10-01,116780.06889578751
2012-10-02,116406.9857100393
2012-10-03,117389.3604926435
2012-10-04,118510.63210904112
2012-10-05,118191.69366411924
2012-10-08,117473.65725779145
2012-10-09,115763.64045481599
2012-10-10,115442.29918437425
2012-10-11,116085.05317851047
2012-10-12,115808.80773790657
2012-10-15,115965.4221589776
2012-10-16,116048.00074698086
2012-10-17,116388.85722289426
2012-10-18,115693.81317103264
2012-10-19,115503.61739975201
2012-10-22,115907.70944539644
2012-10-23,114326.0358956478
2012-10-24,114543.56196695955
2012-10-25,114528.22264110713
2012-10-26,114115.62398518484
2012-10-31,114066.28251887624
2012-11-01,113425.22909502129
2012-11-02,113262.26549186415
2012-11-05,112720.71019128407
2012-11-06,112508.76173411755
2012-11-07,112758.58128127566
2012-11-08,113454.88656238007
2012-11-09,113692.21407651203
2012-11-12,114566.51933218766
2012-11-13,115254.11009771448
2012-11-14,114159.00332975521
2012-11-15,114084.68386409074
2012-11-16,114564.05672897551
2012-11-19,113123.44717102843
2012-11-20,113610.06031938165
2012-11-21,112909.64076755977
2012-11-23,111969.35308677859
2012-11-26,111477.53146102207
2012-11-27,111600.79056616186
2012-11-28,111974.9555962286
2012-11-29,112433.41790484035
2012-11-30,113413.80296304062
2012-12-03,113611.19170676904
2012-12-04,112668.6947521252
2012-12-05,112564.13141498354
2012-12-06,112562.49222102777
2012-12-07,113142.6493681578
2012-12-10,112206.17109529243
2012-12-11,111890.17700446703
2012-12-12,112072.87255083112
2012-12-13,111244.6271080851
2012-12-14,112722.51548305315
2012-12-17,113492.03803745145
2012-12-18,113458.89418828621
2012-12-19,113084.63572055189
2012-12-20,113079.95807332093
2012-12-21,112462.4330204367
2012-12-24,112741.51320779478
2012-12-26,112214.64484796577
2012-12-27,111932.0336877338
2012-12-28,111424.86499870486
2012-12-31,113122.19978157176
2013-01-02,114040.1048631855
2013-01-03,113562.7612559675
2013-01-04,114284.41023667119
2013-01-07,114557.67362952346
2013-01-08,114659.77617167894
2013-01-09,115406.50808413219
2013-01-10,115781.98403229525
2013-01-11,115597.45259038963
2013-01-14,115699.15676390452
2013-01-15,115861.39632978849
2013-01-16,114804.45091757584
2013-01-17,114754.17140361137
2013-01-18,114808.52800799218
2013-01-22,114385.16573287462
2013-01-23,115122.09997481569
2013-01-24,119554.20851716949
2013-01-25,122956.756526021
2013-01-28,121365.64940865971
2013-01-29,121045.36642750482
2013-01-30,120900.01487691462
2013-01-31,120511.37291832975
2013-02-01,121526.57204468822
2013-02-04,121315.47633187975
2013-02-05,122926.34923107308
2013-02-06,123426.67222158253
2013-02-07,121961.98081891387
2013-02-08,122742.3912087472
2013-02-11,121715.87605830989
2013-02-12,122147.57160860814
2013-02-13,122438.16997410718
2013-02-14,122857.06241848925
2013-02-15,122603.06601213278
2013-02-19,124791.60426365814
2013-02-20,122687.62941987268
2013-02-21,121093.74500616631
2013-02-22,121090.54087544161
2013-02-25,119689.51283025171
2013-02-26,120427.0566309239
2013-02-27,122060.82373700544
2013-02-28,121970.2680807725
2013-03-01,122811.80384378447
2013-03-04,123179.65525135251
2013-03-05,124256.53664473613
2013-03-06,124422.04212984402
2013-03-07,124752.85733830367
2013-03-08,125356.16165719197
2013-03-11,125164.52724042835
2013-03-12,125143.19529786245
2013-03-13,126110.12575867158
2013-03-14,126169.99667275358
2013-03-15,124868.76097377494
2013-03-18,124471.593004701
2013-03-19,123581.15580616801
2013-03-20,125004.95845790149
2013-03-21,124254.72495256385
2013-03-22,125346.65673534357
2013-03-25,124823.87603629549
2013-03-26,126490.75563906891
2013-03-27,125817.27690443053
2013-03-28,126547.65666357934
2013-04-01,125954.4964234577
2013-04-02,126763.97384648664
2013-04-03,125038.21092649031
2013-04-04,126059.37681848404
2013-04-05,124736.3282443036
2013-04-08,125702.60989390593
2013-04-09,125625.97538668654
2013-04-10,126880.17150985992
2013-04-11,127902.01911741676
2013-04-12,128497.77133012994
2013-04-15,126672.58362305182
2013-04-16,129775.54726263476
2013-04-17,129875.57376239926
2013-04-18,129372.2030871598
2013-04-19,131078.56513366464
2013-04-22,131669.34488972116
2013-04-23,132127.09387713444
2013-04-24,131078.35946772812
2013-04-25,132029.45468109194
2013-04-26,131613.7408375252
2013-04-29,133022.88576004413
2013-04-30,132663.12981987483
2013-05-01,131493.7385377142
2013-05-02,132752.8931309151
2013-05-03,134248.37477818946
2013-05-06,135104.2544382417
2013-05-07,133879.4869696856
2013-05-08,133829.1803821909
2013-05-09,136966.73534817703
2013-05-10,139509.5159243746
2013-05-13,143153.67041743902
2013-05-14,143243.15282405788
2013-05-15,145641.59427150397
2013-05-16,146599.91135372978
2013-05-17,146825.7793474022
2013-05-20,145989.1857376105
2013-05-21,146045.6078453684
2013-05-22,145267.2029277293
2013-05-23,145746.5437598842
2013-05-24,146811.91166119534
2013-05-28,150654.16729339003
2013-05-29,147361.8301703532
2013-05-30,147672.60664394923
2013-05-31,145205.63310865764
2013-06-03,143889.63235259877
2013-06-04,143340.4742510057
2013-06-05,143340.69444031644
2013-06-06,144195.64146068448
2013-06-07,145914.46861224007
2013-06-10,144893.6900613748
2013-06-11,142645.77656985377
2013-06-12,142934.31466488936
2013-06-13,143143.75270627032
2013-06-14,143473.03245850184
2013-06-17,144151.0630860782
2013-06-18,144970.7905182019
2013-06-19,144422.33571827956
2013-06-20,142605.37063822415
2013-06-21,141398.17643271293
2013-06-24,142517.93286925537
2013-06-25,142516.06315367934
2013-06-26,143687.6059220287
2013-06-27,144028.40126703854
2013-06-28,143620.85795142667
2013-07-01,146731.05108337355
2013-07-02,147153.24408690052
2013-07-03,146298.0754199834
2013-07-05,147688.82131987158
2013-07-08,147851.54106484383
2013-07-09,147865.59129110823
2013-07-10,147657.9097459342
2013-07-11,150095.6800961164
2013-07-12,152036.94667326906
2013-07-15,151038.46603277256
2013-07-16,145546.50058217728
2013-07-17,148989.34325700963
2013-07-18,148750.5294247963
2013-07-19,148735.61647898355
2013-07-22,149534.455243407
2013-07-23,148743.4746840367
2013-07-24,147911.99781886453
2013-07-25,150001.33992804715
2013-07-26,151777.2884687446
2013-07-29,152092.19800779026
2013-07-30,151419.11810381818
2013-07-31,150168.9446288465
2013-08-01,151680.5933456337
2013-08-02,152657.60948296267
2013-08-05,154903.26145205545
2013-08-06,153701.0118480664
2013-08-07,151204.3894445191
2013-08-08,156424.84080054756
2013-08-09,156004.77441682984
2013-08-12,154663.73287748016
2013-08-13,153230.10233538394
2013-08-14,151362.64587857446
2013-08-15,149268.47067316508
2013-08-16,150346.821555607
2013-08-19,151720.91583216153
2013-08-20,152964.69768459903
2013-08-21,152938.99082275172
2013-08-22,155298.3995901597
2013-08-23,156983.6307066118
2013-08-26,158533.0849085883
2013-08-27,157837.7647557499
2013-08-28,157346.83509300838
2013-08-29,158357.72756644836
2013-08-30,158881.92116256728
2013-09-03,159419.16887194585
2013-09-04,159632.0125313304
2013-09-05,160042.097216486
2013-09-06,159932.82893988074
2013-09-09,158316.32603638718
2013-09-10,159010.42445123347
2013-09-11,156615.6200133948
2013-09-12,156787.54870412502
2013-09-13,156667.31154056368
2013-09-16,155415.19964413083
2013-09-17,156298.08389734832
2013-09-18,156818.11773097693
2013-09-19,160331.87022253728
2013-09-20,162957.2064957622
2013-09-23,161013.44008360725
2013-09-24,161848.40287172684
2013-09-25,163520.37410003468
2013-09-26,165729.5969827653
2013-09-27,166209.84885857961
2013-09-30,165941.1659552321
2013-10-01,167478.46207534234
2013-10-02,164277.5093633768
2013-10-03,160331.8909636999
2013-10-04,164301.59370874768
2013-10-07,163325.09525960562
2013-10-08,157026.61568872197
2013-10-09,154448.7767841126
2013-10-10,156349.6382929464
2013-10-11,157570.67445890364
2013-10-14,157780.15079412743
2013-10-15,159189.51677995943
2013-10-16,159625.96524465407
2013-10-17,159837.11829921455
2013-10-18,160861.89959804717
2013-10-21,157429.26675546542
2013-10-22,156483.9008783816
2013-10-23,153701.3901827051
2013-10-24,154969.95500483183
2013-10-25,156499.92966231014
2013-10-28,155445.63905768562
2013-10-29,155277.7928930018
2013-10-30,155063.37190434133
2013-10-31,155750.07567650912
2013-11-01,155114.00907054936
2013-11-04,154667.68248602477
2013-11-05,155328.26483620578
2013-11-06,154712.01876841823
2013-11-07,151363.99003964572
2013-11-08,153169.72884250156
2013-11-11,152733.79135085669
2013-11-12,151973.40283157796
2013-11-13,153574.72693401712
2013-11-14,155550.6343119125
2013-11-15,155600.26385478274
2013-11-18,154717.7282796285
2013-11-19,154501.93309195395
2013-11-20,154135.26380074842
2013-11-21,155620.97913225502
2013-11-22,156080.3704616569
2013-11-25,156947.97655236552
2013-11-26,158654.12633304615
2013-11-27,159667.61534778893
2013-11-29,160420.87008149753
2013-12-02,159947.7195262046
2013-12-03,159629.2794630102
2013-12-04,159717.15378399764
2013-12-05,159644.8299715565
2013-12-06,160792.06917270215
2013-12-09,161081.4799769336
2013-12-10,161545.23570406705
2013-12-11,159879.38817902922
2013-12-12,159049.5403759603
2013-12-13,159081.50259302967
2013-12-16,159791.11846856226
2013-12-17,159220.9834421395
2013-12-18,160631.9011997648
2013-12-19,160529.14953625068
2013-12-20,161383.90120863752
2013-12-23,162902.6465130138
2013-12-24,162739.5845443449
2013-12-26,163399.49212706127
2013-12-27,162597.8726166272
2013-12-30,162426.91804282882
2013-12-31,163888.98482888736
2014-01-02,163173.00079996046
2014-01-03,162332.49764899854
2014-01-06,162337.40712205597
2014-01-07,163147.97268839157
2014-01-08,163306.00333433494
2014-01-09,162016.22306064403
2014-01-10,161800.9043108513
2014-01-13,158999.44412610776
2014-01-14,161715.8656329459
2014-01-15,162798.13900678582
2014-01-16,162797.05554445187
2014-01-17,162177.4972310682
2014-01-21,163357.97357246155
2014-01-22,163351.2358013247
2014-01-23,162199.127356232
2014-01-24,157902.89301622752
2014-01-27,156392.73074500036
2014-01-28,158894.22941679033
2014-01-29,158922.992102343
2014-01-30,161434.5075679128
2014-01-31,162190.55178862225
2014-02-03,161052.42052266508
2014-02-04,162350.78050595062
2014-02-05,161406.2705587162
2014-02-06,161321.76595438903
2014-02-07,163141.00727354933
2014-02-10,163075.78470603976
2014-02-11,163318.82854697603
2014-02-12,164158.07710329225
2014-02-13,166695.7035522176
2014-02-14,166040.33699981213
2014-02-18,168780.1098077392
2014-02-19,167587.56017345726
2014-02-20,169475.42582730355
2014-02-21,169295.7986826737
2014-02-24,171124.07299422187
2014-02-25,172461.88770903175
2014-02-26,172461.07644447905
2014-02-27,174099.31966603652
2014-02-28,170767.63546867186
2014-03-03,170751.67698753308
2014-03-04,172185.1499385559
2014-03-05,173243.5898052645
2014-03-06,172555.64174488964
2014-03-07,170012.96217863314
2014-03-10,169369.11670745423
2014-03-11,167975.4648039798
2014-03-12,168756.83980929168
2014-03-13,167519.1112145456
2014-03-14,166453.63000442134
2014-03-17,167230.28161700923
2014-03-18,167789.57424769335
2014-03-19,166165.71605195635
2014-03-20,166647.22157496918
2014-03-21,165531.533015032
2014-03-24,165649.62097698922
2014-03-25,166221.14781073426
2014-03-26,164596.65558409275
2014-03-27,164151.05043707974
2014-03-28,165027.72679714407
2014-03-31,166222.02280812195
2014-04-01,166445.0791042239
2014-04-02,166418.78021798615
2014-04-03,166385.2407353549
2014-04-04,164561.86495314643
2014-04-07,164223.04747791137
2014-04-08,163835.11879049428
2014-04-09,164878.7756405766
2014-04-10,162397.91988894605
2014-04-11,162431.81830537683
2014-04-14,162683.42325986543
2014-04-15,163769.4612106457
2014-04-16,163128.45182303755
2014-04-17,162663.2985722067
2014-04-21,162662.15831459762
2014-04-22,161824.06628824698
2014-04-23,161951.40084503702
2014-04-24,161038.2186558128
2014-04-25,162917.4309836398
2014-04-28,164270.53861454342
2014-04-29,163763.55949793116
2014-04-30,163238.27979410614
2014-05-01,162058.05114718847
2014-05-02,161300.56847531375
2014-05-05,161192.709717319
2014-05-06,160822.59589252705
2014-05-07,160980.20788547667
2014-05-08,161055.94342006813
2014-05-09,160414.67223206675
2014-05-12,159429.38129069525
2014-05-13,159202.1947429033
2014-05-14,159456.79359617937
2014-05-15,161366.63668337234
2014-05-16,161841.43924414407
2014-05-19,161448.24696608668
2014-05-20,160668.930990069
2014-05-21,161195.5472973718
2014-05-22,160832.80806972602
2014-05-23,160732.31146206654
2014-05-27,160725.34019714457
2014-05-28,160722.5512048839
2014-05-29,160797.84909082888
2014-05-30,161263.87161060408
2014-06-02,161670.86339414987
2014-06-03,161636.28086880842
2014-06-04,161385.58812767972
2014-06-05,161849.9342893254
2014-06-06,161971.98765617004
2014-06-09,162497.2479082513
2014-06-10,163414.33174514904
2014-06-11,162821.0740081487
2014-06-12,161447.6013660189
2014-06-13,161163.65676968388
2014-06-16,161281.84298474953
2014-06-17,161106.86854046473
2014-06-18,162187.7127940648
2014-06-19,162322.02246319747
2014-06-20,161985.4494887086
2014-06-23,161026.00714399552
2014-06-24,159621.69168111155
2014-06-25,160788.98859652886
2014-06-26,160775.27619215296
2014-06-27,161268.77762324217
2014-06-30,161947.08014217584
2014-07-01,162792.84212861082
2014-07-02,162488.2216805118
2014-07-03,162854.86100490965
2014-07-07,163467.1288137703
2014-07-08,162189.90010890027
2014-07-09,162818.10938638903
2014-07-10,162732.88821025146
2014-07-11,162564.19886771074
2014-07-14,163441.01720662188
2014-07-15,162372.93912943688
2014-07-16,162374.4531044215
2014-07-17,160358.0811872532
2014-07-18,161839.80756149295
2014-07-21,161599.5951680597
2014-07-22,162038.44998991073
2014-07-23,163162.2404982199
2014-07-24,163829.00447926557
2014-07-25,161366.38410479415
2014-07-28,161583.8453206532
2014-07-29,160138.38564219046
2014-07-30,159868.5976955856
2014-07-31,157201.80434513267
2014-08-01,155719.60166192587
2014-08-04,155932.03554935486
2014-08-05,155639.6523050651
2014-08-06,154184.04357660172
2014-08-07,154966.74792456557
2014-08-08,154673.19998426564
2014-08-11,155928.5871852216
2014-08-12,155720.35862645318
2014-08-13,156320.1524877932
2014-08-14,156716.11784888996
2014-08-15,156193.72927823596
2014-08-18,156947.47791291188
2014-08-19,159212.68238651115
2014-08-20,159888.5315679599
2014-08-21,160077.23633037313
2014-08-22,160488.60562246697
2014-08-25,161037.52031513734
2014-08-26,161199.20444612994
2014-08-27,161555.2845247729
2014-08-28,161157.7635066686
2014-08-29,162424.03362565825
2014-09-02,164032.9132366585
2014-09-03,161014.42256279997
2014-09-04,161161.54416822066
2014-09-05,162444.13327268494
2014-09-08,162471.09442397387
2014-09-09,160465.47434345356
2014-09-10,162368.35854623286
2014-09-11,162932.47603160527
2014-09-12,161875.51269670058
2014-09-15,159022.18620576052
2014-09-16,158836.8352447602
2014-09-17,159415.08959795174
2014-09-18,160230.1039660992
2014-09-19,160483.41410647263
2014-09-22,159382.21356727128
2014-09-23,159354.34285607646
2014-09-24,160277.73618911466
2014-09-25,157679.42339252157
2014-09-26,159144.7296676513
2014-09-29,158713.00211794194
2014-09-30,158257.51471210894
2014-10-01,156515.64042644596
2014-10-02,156562.32560377978
2014-10-03,157024.84413096515
2014-10-06,156632.02264433677
2014-10-07,156262.0391093145
2014-10-08,157561.730517527
2014-10-09,158004.0901161133
2014-10-10,158167.5097485764
2014-10-13,157306.6908060199
2014-10-14,156549.92927241538
2014-10-15,154959.76769327052
2014-10-16,154808.5250021526
2014-10-17,152401.8824933432
2014-10-20,152132.4227359119
2014-10-21,149433.9965663837
2014-10-22,150161.83029944464
2014-10-23,149121.8636480939
2014-10-24,148443.18020066607
2014-10-27,148341.95578708142
2014-10-28,147438.63029919763
2014-10-29,145943.0959280048
2014-10-30,145671.28612541562
2014-10-31,146631.46844799144
2014-11-03,146472.41668088624
2014-11-04,146988.35599364174
2014-11-05,147730.98420742835
2014-11-06,148584.69759911142
2014-11-07,149140.07760350345
2014-11-10,148936.75847792317
2014-11-11,148715.75013915694
2014-11-12,149327.92471778273
2014-11-13,149273.42756246252
2014-11-14,149197.9404898649
2014-11-17,148717.14780384977
2014-11-18,148495.52385605246
2014-11-19,148388.42478690995
2014-11-20,148381.99900269025
2014-11-21,148697.04643382953
2014-11-24,149287.5233689598
2014-11-25,149431.63750431014
2014-11-26,150154.9386549206
2014-11-28,151479.6875389663
2014-12-01,150237.67287764588
2014-12-02,150845.41735401208
2014-12-03,151231.98098754292
2014-12-04,151178.84184714506
2014-12-05,151132.70715405745
2014-12-08,150547.90201574427
2014-12-09,151030.69647267653
2014-12-10,149209.94211333853
2014-12-11,149936.243589297
2014-12-12,148238.40563118612
2014-12-15,147051.6522700924
2014-12-16,145563.9994007764
2014-12-17,147931.42468577472
2014-12-18,150616.39385391443
2014-12-19,150727.53936330738
2014-12-22,152150.08907213397
2014-12-23,152564.45064601666
2014-12-24,152876.64723504477
2014-12-26,152964.76286514977
2014-12-29,152741.01081555174
2014-12-30,152052.20330617361
2014-12-31,150849.54560785994
2015-01-02,150350.84506336652
